Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145)
3.4936047804504733e-13,0.1307866453723204,0.46346346346346345,0.0,0.0,0.0,0.07307306686563372,3.202748200569458e-27,3.4382764121541792e-12,1.709397161229912e-16,2.821740276569843e-17,8.611879520313571e-14,2.4671184582976013e-19,2.390817099297502e-12,1.1530227628621978e-18,0.0,0.46346346346346334,2.040511207615602e-11,4.221829250601066e-09,4.2232924365846605e-09,3.926754667935817e-09,1.1298904739785825e-11,8.711903512539147e-12,8.910654341332052e-15,1.1972890082871766e-19,2.0530647408712268e-20,1.0010322271716331e-25,1.1331534172222346e-19,9.304031844267688e-21,8.193201939068961e-26,1.9549200513895576e-13,6.199592234134806e-14,8.320614300474185e-19,1.4266555221699253e-19,5.876968504146652e-18,3.638311537005239e-23,1.0992885096547823e-45,2.8400881966068773e-50
4.600489500526576e-13,0.13078664562988532,0.46346346346346345,0.0,0.0,0.0,0.07307306489892029,8.791151314652915e-27,5.9612609425954884e-12,2.9641351739716436e-16,4.892227069211878e-17,1.4933785140658841e-13,5.466403843311771e-19,4.145038984946707e-12,1.9997223971057614e-18,0.0,0.4634634634634633,2.7029040260937292e-11,5.559071354268718e-09,5.5616083429617556e-09,5.1697673246211165e-09,1.4877364075440505e-11,1.1468010297260299e-11,1.544725592361623e-14,2.1050293355233657e-19,4.624802628821033e-20,2.2846883079915695e-25,2.4284784659404546e-19,2.015554160245998e-20,2.186847760276063e-25,3.3889943614046977e-13,1.074943167059177e-13,1.4631692103228118e-18,3.2141613751995967e-19,9.028541608599977e-18,8.062182515704644e-23,5.953206340128983e-45,1.5544218148687686e-49
5.707374220602678e-13,0.1307866458875445,0.46346346346346345,0.0,0.0,0.0,0.07307306293220688,1.961900974831312e-26,9.173795210429202e-12,4.562117265136243e-16,7.528522608228474e-17,2.298553595234068e-13,1.0237306211134351e-18,6.378587057753453e-12,3.0781753325994218e-18,0.0,0.4634634634634631,3.372946698999833e-11,6.89613678154172e-09,6.90004115216519e-09,6.4122473048667014e-09,1.8455153957608542e-11,1.4222146343397824e-11,2.3768776676440087e-14,3.267087588262423e-19,8.754414060642011e-20,4.361536802592622e-25,4.402722715771562e-19,3.700724640896771e-20,4.755198762878191e-25,5.214664755339361e-13,1.6543271966655177e-13,2.2713141700934123e-18,6.0849834063917475e-19,1.2418439683541774e-17,1.5100007586983654e-22,2.362124609637146e-44,6.231646851073379e-49
7.921143660754884e-13,0.13078664640314563,0.46346346346346345,0.0,0.0,0.0,0.07307305899878015,6.746257181934396e-26,1.766670242152602e-11,8.787924277249001e-16,1.4497760537979529e-16,4.4279767521146633e-13,2.6644131106374578e-18,1.2282910490722155e-11,5.930280504213162e-18,0.0,0.46346346346346284,4.7359837014815976e-11,9.569737692047578e-09,9.57725738412245e-09,8.895610072448525e-09,2.5608726088776588e-11,1.9724511749357225e-11,4.576190429473016e-14,6.3534901811016875e-19,2.3080264064650194e-19,1.16165563675947e-24,1.0763765413038982e-18,9.321927760259177e-20,1.5584248720493473e-24,1.0039768419919491e-12,3.1862304042556445e-13,4.418621529002427e-18,1.6046818374152809e-18,1.960403122149502e-17,3.9307321699327396e-22,2.1045271011080394e-43,5.674271828243612e-48
1e-12,0.13078664691912373,0.46346346346346345,0.0,0.0,0.0,0.07307305530506722,1.637777644293385e-25,2.8150910802114038e-11,1.4006529743210782e-15,2.310060816689966e-16,7.057934911919363e-13,5.290329683119856e-18,1.9570872454669213e-11,9.452327230080941e-18,0.0,0.46346346346346246,6.043818505328202e-11,1.2079758953997195e-08,1.2091742277344422e-08,1.122569248038384e-08,3.23239042422382e-11,2.4884386830085575e-11,7.290172099385588e-14,1.0176077897309977e-18,4.616022838365558e-19,2.336657926315329e-24,2.021154260991292e-18,1.805739923364907e-19,3.6421185840805505e-24,1.5994010245452954e-12,5.077627163762413e-13,7.079532233469102e-18,3.2101269994227066e-18,2.6471504769604922e-17,7.805987083223769e-22,9.076492206390363e-43,2.462960001915054e-47
1.013491310090709e-12,0.13078664691912373,0.46346346346346345,0.0,0.0,0.0,0.07307305506535355,1.7228609978393983e-25,2.891524525185072e-11,1.4387057387253333e-15,2.3727768663432007e-16,7.249714160447701e-13,5.503978788947729e-18,2.01021627909338e-11,9.70913512718804e-18,0.0,0.46346346346346246,6.129626740486868e-11,1.2242632166276681e-08,1.2254940927137624e-08,1.1376844779392944e-08,3.275962270636867e-11,2.5219011685334417e-11,7.487993768522041e-14,1.045506006825778e-18,4.804237391307928e-19,2.4326543776447448e-24,2.095594275845428e-18,1.8759889836788915e-19,3.823362292947569e-24,1.6428013870469149e-12,5.215528025123122e-13,7.273784721889909e-18,3.341067038384468e-18,2.6910966142250387e-17,8.121314011695985e-22,9.796299118129826e-43,2.6588339422604755e-47
1.2348682541059294e-12,0.13078664743547835,0.46346346346346345,0.0,0.0,0.0,0.07307305113192708,3.6933976886420033e-25,4.291757972267524e-11,2.1359768337951158e-15,3.521677397908599e-16,1.0764031812057702e-12,9.895077522899628e-18,2.983463491080459e-11,1.4414334857685214e-17,0.0,0.463463463463462,7.553880573082439e-11,1.491482039805731e-08,1.4933091565113358e-08,1.3855953328424116e-08,3.9907845466166e-11,3.0705658721064026e-11,1.1111225877897247e-13,1.5570279139800382e-18,8.680745510725943e-19,4.413223736775426e-24,3.555961441305094e-18,3.300697370614242e-19,7.902983091017934e-24,2.4377069156080128e-12,7.742071856490393e-13,1.0836589248008928e-17,6.038528772726283e-18,3.417484598556126e-17,1.4603149371280417e-21,3.451820354554384e-42,9.441822113973822e-47
1.45624519812115e-12,0.1307866479522094,0.46346346346346345,0.0,0.0,0.0,0.07307304719850073,7.044509623731252e-25,5.9671879164362e-11,2.970630664406574e-15,4.896302022188232e-16,1.4971190629171463e-12,1.6187035267601102e-17,4.147863394733397e-11,2.0045370818365507e-17,0.0,0.4634634634634615,9.008749906598164e-11,1.7586302579517254e-08,1.7611709083853356e-08,1.63329376042962e-08,4.705339600953684e-11,3.618446529898801e-11,1.5444835812499123e-13,2.1697658887669294e-18,1.425102208517986e-18,7.265779349664075e-24,5.4945293241242845e-18,5.303257997454575e-19,1.455909809779037e-23,3.388462496281702e-12,1.0765715012580116e-12,1.5106832290386124e-17,9.916005955117363e-18,4.1451879661583776e-17,2.3893195757099083e-21,1.0188217857158951e-41,2.806257481387475e-46
1.898999086151591e-12,0.13078664898679973,0.46346346346346345,0.0,0.0,0.0,0.07307303933164844,2.040930101076432e-24,1.0142937642167478e-10,5.052182183029798e-15,8.322050937041482e-16,2.546502916692713e-12,3.58113858470001e-17,7.049472934957827e-11,3.4083075306772116e-17,0.0,0.4634634634634602,1.2010353068121057e-10,2.2927149528230838e-08,2.2970343942304785e-08,2.1280540554757445e-08,6.133648674171482e-11,4.7118604672812816e-11,2.6239170133425775e-13,3.698314991225253e-18,3.1671921761717485e-18,1.6208097293642542e-23,1.0873931296530986e-17,1.1413955942824013e-18,3.92692574575735e-23,5.756639834681278e-12,1.830373615519212e-12,2.5768815905090612e-17,2.2050528649753602e-17,5.611238298217802e-17,5.288105896214432e-21,6.894204441168173e-41,1.9290815821541755e-45
2.297477585378988e-12,0.13078664991921596,0.46346346346346345,0.0,0.0,0.0,0.07307303225148178,4.3703805732795714e-24,1.4840514886743704e-10,7.395669433742319e-15,1.2175500240208394e-15,3.728152371145172e-12,6.335783788992316e-17,1.031302399152217e-10,4.9878701628097546e-17,0.0,0.46346346346345874,1.481654642104627e-10,2.7731498953541456e-08,2.779470996967925e-08,2.5726136451656703e-08,7.418214534250644e-11,5.6932636094650956e-11,3.8373399874980663e-13,5.418718424644248e-18,5.617560739308308e-18,2.8809414526760185e-23,1.75352548238457e-17,1.98316470005385e-18,7.96546164361055e-23,8.418771025112176e-12,2.6786610474024647e-12,3.7782002908074114e-17,3.913072472089464e-17,6.936453228730453e-17,9.359052380551432e-21,2.4755034372726945e-40,6.962977450754855e-45
2.695956084606385e-12,0.1307866508528481,0.46346346346346345,0.0,0.0,0.0,0.0730730251713155,8.274821101968441e-24,2.0426984257618455e-10,1.0184652090953532e-14,1.6757657296718388e-15,5.134673195398687e-12,1.0231079332824618e-16,1.419336666708033e-10,6.866683596309604e-17,0.0,0.4634634634634572,1.772200450112853e-10,3.253356366746729e-08,3.262058546729996e-08,3.0164878016718644e-08,8.701917066859596e-11,6.67214510001416e-11,5.279349983397393e-13,7.464815713404552e-18,9.086761632573067e-18,4.6671398538540166e-23,2.598511005486798e-17,3.1582517591978185e-18,1.436992863092266e-22,1.1582389792725769e-11,3.687787657231009e-12,5.2084135372744064e-17,6.332902676008512e-17,8.260099958809179e-17,1.5118334205030802e-20,7.232557847082855e-40,2.041866689602939e-44
3.0944345838337816e-12,0.1307866517876948,0.46346346346346345,0.0,0.0,0.0,0.07307301809114963,1.4337997144197357e-23,2.690131717986494e-10,1.3419270989287111e-14,2.206753349815529e-15,6.7662110246066e-12,1.5463666071323663e-16,1.8689548035996483e-10,9.044477238918508e-17,0.0,0.46346346346345524,2.0726753650114802e-10,3.733334475554788e-08,3.744796922521311e-08,3.4596775859240134e-08,9.984757199592558e-11,7.64851191718035e-11,6.949357908558317e-13,9.835767292513317e-18,1.3750617770542092e-17,7.070502339237478e-23,3.6254994976682804e-17,4.721362006052259e-18,2.382494203646351e-22,1.5246198082463042e-11,4.85767050487013e-12,6.867403169390829e-17,9.588221831897691e-17,9.581277571565724e-17,2.2858347660409623e-20,1.8225208119483846e-39,5.159024104265565e-44
3.891391582288576e-12,0.13078665366102651,0.46346346346346345,0.0,0.0,0.0,0.07307300393081899,3.59104361986552e-23,4.250946789096531e-10,2.1225980344817652e-14,3.4866497712813077e-15,1.0704915532055493e-11,3.0725533394341093e-16,2.952562367426e-10,1.429592009543602e-16,0.0,0.46346346346345085,2.7034229983597575e-10,4.692606039454926e-08,4.710725668461266e-08,4.34400827191951e-08,1.2547853974686857e-10,9.593729332331359e-11,1.097102126660346e-12,1.5548890883949857e-17,2.7362795409535738e-17,1.4091662544997744e-22,6.229909899625823e-17,9.229811450319464e-18,5.49284310183336e-22,2.4069206216612916e-11,7.679373389364588e-12,1.0871240289191442e-16,1.9099793221080833e-16,1.2222042904036884e-16,4.5450288380494595e-20,9.031461531673683e-39,2.5688182162296896e-43
4.68834858074337e-12,0.1307866555392003,0.46346346346346345,0.0,0.0,0.0,0.07307298977048975,7.562221682137304e-23,6.165676398360404e-10,3.0816922619611884e-14,5.056451043261239e-15,1.5545417193027518e-11,5.368928563541936e-16,4.2813653052148525e-10,2.0740034899442524e-16,0.0,0.46346346346344564,3.373918456165462e-10,5.6509654549009973e-08,5.677256267631164e-08,5.2256141622114787e-08,1.510751227645694e-10,1.1528971348453052e-10,1.5897647241209223e-12,2.255141728762135e-17,4.785239150564392e-17,2.4668908394248804e-22,9.574907218568395e-17,1.5944291757980682e-17,1.0753931134438852e-21,3.487745634570412e-11,1.1143106920557254e-11,1.5788768795174274e-16,3.343641701561002e-16,1.486171706769232e-16,7.947427101179725e-20,3.206470488304447e-38,9.144077227716548e-43
5.485305579198163e-12,0.13078665742220552,0.46346346346346345,0.0,0.0,0.0,0.07307297561016188,1.4148358041298072e-22,8.433502459603395e-10,4.21932214282193e-14,6.915371197758109e-15,2.1288856174155737e-11,8.591831485179752e-16,5.854606033406352e-10,2.8374664202310897e-16,0.0,0.46346346346343964,4.084182521553767e-10,6.608413589067083e-08,6.64438775374586e-08,6.104503691398968e-08,1.7663739516984262e-10,1.3454293183518888e-10,2.1724577734648317e-12,3.083670974903602e-17,7.661083520032067e-17,3.952316738314538e-22,1.3663433127116028e-16,2.529907275994026e-17,1.8836305764692377e-21,4.7660647704716825e-11,1.5248209063235692e-11,2.1619046845626827e-16,5.3585854810739e-16,1.750089348059435e-16,1.2726930678440658e-19,9.257458087947642e-38,2.6446725915684003e-42
6.282262577652957e-12,0.13078665931003153,0.46346346346346345,0.0,0.0,0.0,0.07307296144983533,2.430381212586506e-22,1.1053609284985262e-09,5.5355998686328934e-14,9.06262672320268e-15,2.7936360923377486e-11,1.289711498252229e-15,7.67152934314656e-10,3.7197656679007036e-16,0.0,0.4634634634634328,4.834235839515979e-10,7.564951308323928e-08,7.612119161542342e-08,6.980685267697918e-08,2.0216543102401095e-10,1.5369749763640742e-10,2.8447180798505872e-12,4.0398168774368386e-17,1.1502228099075933e-16,5.937159785386605e-22,1.8496609011253233e-16,3.772680219780892e-17,3.0442261045695976e-21,6.240852049047661e-11,1.999401863524691e-11,2.836113381518616e-16,8.053484639773662e-16,2.0139236733113424e-16,1.9117372269745474e-19,2.3177222175053564e-37,6.630205075364525e-42
7.079219576107751e-12,0.1307866612026677,0.46346346346346345,0.0,0.0,0.0,0.07307294728951003,3.913544456784978e-22,1.402518360290131e-09,7.030637457039656e-14,1.1497436580520299e-14,3.54890482028797e-11,1.8440142439438065e-15,9.731382415463224e-10,4.720686663322879e-16,0.0,0.4634634634634254,5.624098917209732e-10,8.520579478204263e-08,8.58044952681748e-08,7.85416727277129e-08,2.2765930432563676e-10,1.7275395723547643e-10,3.606085057746453e-12,5.1229232050191264e-17,1.644636224383151e-16,8.492759609730196e-22,2.407534926236655e-16,5.36584969144347e-17,4.6293969831835936e-21,7.911085598045923e-11,2.537987533130564e-11,3.601409032858641e-16,1.152690712314373e-15,2.277659122824497e-16,2.735250575592589e-19,5.215085434911197e-37,1.493472526573899e-41
8.67313357301734e-12,0.13078666500232797,0.46346346346346345,0.0,0.0,0.0,0.07307291896886285,8.796951227223804e-22,2.101949294094048e-09,1.0557439473529955e-13,1.7226606707114523e-14,5.331438293885378e-11,3.385859197508052e-15,1.4576877756037797e-09,7.077538259057994e-16,0.0,0.46346346346340855,7.323335737356218e-10,1.0429110628004462e-07,1.0518903277995196e-07,9.593065971627056e-08,2.7854485896653966e-10,2.1057472964306048e-10,5.39430883926521e-12,7.667409525593903e-17,3.019097613039427e-16,1.5599836582087133e-21,3.7473818665928005e-16,9.775025152438258e-17,9.366470947472457e-21,1.183382321810731e-10,3.806909299995246e-11,5.404886035475305e-16,2.1203093304958737e-15,2.8048477905108745e-16,5.029148378840006e-19,2.1052188260139115e-36,6.039196237114584e-41
1e-11,0.1307866688211019,0.46346346346346345,0.0,0.0,0.0,0.07307289539311732,1.5527938785643677e-21,2.7907124907237565e-09,1.4039714448594392e-13,2.286635650788602e-14,7.092447623224696e-11,5.183063057643473e-15,1.934510808229926e-09,9.399538923626324e-16,0.0,0.4634634634633929,8.859512466271626e-10,1.2015115293369254e-07,1.2134403447474934e-07,1.1032463380516226e-07,3.2080136984846927e-10,2.417643867377315e-10,7.150770652917614e-12,1.0167210712191028e-16,4.619874206897475e-16,2.3879681560804724e-21,5.09110068191566e-16,1.4891509698272278e-16,1.5256432992529818e-20,1.568668833802296e-10,5.057924258420607e-11,7.183275395437442e-16,3.2500029572247497e-15,3.243439466388351e-16,7.707359384034099e-19,5.6099583011070954e-36,1.6109597114343497e-40
1.0267047569926927e-11,0.1307866688211019,0.46346346346346345,0.0,0.0,0.0,0.07307289064821985,1.7251693544251588e-21,2.94099718428226e-09,1.4800620895307077e-13,2.4096681911799176e-14,7.47735654631144e-11,5.608045799763822e-15,2.0385116515272032e-09,9.906315829875644e-16,0.0,0.46346346346338957,9.182054334909129e-10,1.233401394611723e-07,1.24597413146462e-07,1.1321266318921392e-07,3.2929464982682265e-10,2.4800956278450833e-10,7.533495519494062e-12,1.0711952871279691e-16,4.998223239534789e-16,2.5836903399220522e-21,5.386658165287851e-16,1.6099055604860714e-16,1.6689393105903093e-20,1.6526183371785352e-10,5.331059693929648e-11,7.571586655187411e-16,3.5173588084406526e-15,3.3316829630754652e-16,8.341231327437817e-19,6.707551624717315e-36,1.9264553970351432e-40
1.1860961566836514e-11,0.13078667265890553,0.46346346346346345,0.0,0.0,0.0,0.07307286232758052,3.0705544157832352e-21,3.919019949180484e-09,1.9761071684040753e-13,3.2101501227159886e-14,9.987511915074323e-11,8.633136011936971e-15,2.7150160542846247e-09,1.3205322963238878e-15,0.0,0.4634634634633688,1.120041391494122e-09,1.42352963269497e-07,1.4402955960872853e-07,1.3038834430161471e-07,3.7990926663362476e-10,2.850627251890859e-10,1.0020051971427883e-11,1.425143383944444e-16,7.689619063063475e-16,3.976148816233707e-21,7.326112111093308e-16,2.4677036713119e-16,2.719564545818062e-20,2.198013595543523e-10,7.109913579243824e-11,1.0100763814295194e-15,5.42231625712091e-15,3.8581676710934737e-16,1.2858218317052617e-18,1.8066396505825595e-35,5.193281804498627e-40
1.3454875563746102e-11,0.13078667651565518,0.46346346346346345,0.0,0.0,0.0,0.07307283400694434,5.082467545537274e-21,5.0353792214323566e-09,2.5439679100626016e-13,4.1234941701508834e-14,1.2862738939950403e-10,1.2582939637351615e-14,3.4866108410280766e-09,1.6972872045844258e-15,0.0,0.46346346346334666,1.3378571576600218e-09,1.613296465185865e-07,1.6348539557268532e-07,1.47458360128114e-07,4.303892981138684e-10,3.2173844118519074e-10,1.2850424647328991e-11,1.828078941896894e-16,1.1199791889259653e-15,5.7925424014687025e-21,9.566444688790437e-16,3.5845593861446606e-16,4.1480587026539835e-20,2.8187713825398193e-10,9.142947174225364e-11,1.2991672361482838e-15,7.913494010105854e-15,4.3842976245008744e-16,1.8766704045375205e-18,4.297565063138464e-35,1.2361828739728564e-39
1.6642703557565276e-11,0.13078668428566098,0.46346346346346345,0.0,0.0,0.0,0.07307277736567937,1.1891425803853963e-20,7.68057220194956e-09,3.895489942343572e-13,6.28633824922523e-14,1.9711658457672e-10,2.374020444957917e-14,5.3127291658354165e-09,2.5906889133353774e-15,0.0,0.4634634634632996,1.821489915164794e-09,1.9917486594317566e-07,2.0246783045064376e-07,1.812840040300394e-07,5.3094795496028e-10,3.9397421403148456e-10,1.9528598995430187e-11,2.7789149507915084e-16,2.1097099915797824e-15,1.0915072443173802e-20,1.4952437712691474e-15,6.72887944204273e-16,8.375214853139699e-20,4.2832187967402143e-10,1.3969465082509973e-10,1.9855712570222298e-15,1.4966939724196254e-14,5.435517622334145e-16,3.550392917126917e-18,1.8980816608784443e-34,5.465572702485495e-39
1.983053155138445e-11,0.1307866921304605,0.46346346346346345,0.0,0.0,0.0,0.07307272072442078,2.396197676000581e-20,1.0871542727135843e-08,5.535332614474038e-13,8.893377343265608e-14,2.803044105215655e-10,4.0039430355279223e-14,7.512218169579124e-09,3.669504037469044e-15,0.0,0.4634634634632516,2.369225231441212e-09,2.3687634563925832e-07,2.4154410831696264e-07,2.1469477071992315e-07,6.309753099474721e-10,4.6474980793596895e-10,2.7540367411477785e-11,3.9197636425250575e-16,3.552064514445973e-15,1.838157801687719e-20,2.154986998685258e-15,1.130731357078373e-15,1.48204422620376e-19,6.039711287956289e-10,1.980645004604314e-10,2.815778431561837e-15,2.530091057894911e-14,6.485375128790626e-16,6.004317204500988e-18,6.380340251465766e-34,1.838465808974116e-38
2.3035547730405657e-11,0.1307867000922992,0.46346346346346345,0.0,0.0,0.0,0.07307266377776521,4.36159322392722e-20,1.4624893570264825e-08,7.475380780299781e-13,1.1957456521810178e-13,3.788195899819189e-10,6.256734127785832e-14,1.0095325911084576e-08,4.939719697926811e-15,0.0,0.4634634634632057,2.9846551866940823e-09,2.7463675170195944e-07,2.8092506880176313e-07,2.4787260594178405e-07,7.310111070251618e-10,5.34467564807176e-10,3.691242503168494e-11,5.25442501971578e-16,5.540650292430233e-15,2.867701337407841e-20,2.940923349923317e-15,1.7619381683443239e-15,2.4004922153000416e-19,8.093873996773639e-10,2.6689378039027724e-10,3.79483512013489e-15,3.9624448827391466e-14,7.539552596987787e-16,9.408297110339057e-18,1.789382938467958e-33,5.158461141093576e-38
2.6240563909426864e-11,0.1307867081284269,0.46346346346346345,0.0,0.0,0.0,0.07307260683110772,7.3420606123278e-20,1.8919896998395723e-08,9.708281990955505e-13,1.546093789500226e-13,4.923122106585997e-10,9.220219556042752e-14,1.3046593374061775e-08,6.394694077318638e-15,0.0,0.46346346346316536,3.6651172321009586e-09,3.122529681323554e-07,3.2039965953434445e-07,2.80641375679945e-07,8.305193134579693e-10,6.027740362031494e-10,4.7578292437835424e-11,6.773430765707147e-16,8.149988948536544e-15,4.218752245358599e-20,3.850315218710946e-15,2.590558999933388e-15,3.636489980543812e-19,1.0430870104538774e-09,3.458532438769874e-10,4.9180584656262045e-15,5.851931613093692e-14,8.59241261966854e-16,1.3902391659547887e-17,4.3822328185827385e-33,1.2637686535513447e-37
2.944558008844807e-11,0.1307867162381959,0.46346346346346345,0.0,0.0,0.0,0.07307254988444417,1.1638162086917638e-19,2.3751613663716e-08,1.2234739085655644e-12,1.9399100041268195e-13,6.20838284597087e-10,1.2988359574179695e-13,1.636147026888954e-08,8.033114545236556e-15,0.0,0.46346346346313366,4.410725014436993e-09,3.497255454082453e-07,3.599672691342897e-07,3.130061468141555e-07,9.29504644480778e-10,6.69700643800642e-10,5.951169564807617e-11,8.473037424701005e-16,1.1459428245998653e-14,5.932422179117193e-20,4.883628933652283e-15,3.6423273275492536e-15,5.235818057429845e-19,1.3044645106408732e-09,4.349012271583119e-10,6.184855744852335e-15,8.261089245152172e-14,9.643982932213279e-16,1.963743667812902e-17,9.682001297183576e-33,2.7929314127201706e-37
3.265059626746928e-11,0.13078672442096612,0.46346346346346345,0.0,0.0,0.0,0.0730724929377703,1.75893269190464e-19,2.9115161557555912e-08,1.5055450593134211e-12,2.376728025737494e-13,7.644511607172519e-10,1.7653954887513407e-13,2.0035462912391686e-08,9.853682081796727e-15,0.0,0.4634634634631139,5.221588994925605e-09,3.870550319060247e-07,3.996272888693277e-07,3.449719233044296e-07,1.0279717981013426e-09,7.35278155838852e-10,7.268694567469922e-11,1.034958488933059e-15,1.554670278691976e-14,8.048986977441364e-20,6.041308793354947e-15,4.942610854017017e-15,7.243608936476052e-19,1.5929240719983828e-09,5.339962787578028e-10,7.594637254900553e-15,1.1252192174030732e-13,1.0694291518306924e-15,2.6764061930249844e-17,1.9717275498520644e-32,5.689082274457197e-37
3.5855612446490484e-11,0.13078673267610444,0.46346346346346345,0.0,0.0,0.0,0.07307243599108193,2.5573796686101894e-19,3.50057153158087e-08,1.817111075537959e-12,2.856087385280406e-13,9.232015737743868e-10,2.3308661014084205e-13,2.4064133525890522e-08,1.1855111119322559e-14,0.0,0.4634634634631095,6.097816500732565e-09,4.242419739087432e-07,4.393791126437986e-07,3.765436469674949e-07,1.125925454958749e-09,7.995367005366378e-10,8.707892648653095e-11,1.2399494685576925e-15,2.0487969556995635e-14,1.060790508071799e-19,7.323778158409103e-15,6.516418900490962e-15,9.704361667193272e-19,1.907879352744348e-09,6.430971575972712e-10,9.146816286270153e-15,1.4887252528293557e-13,1.1743365301344263e-15,3.5432690883430407e-17,3.757666459743619e-32,1.0844179468811445e-36
