Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182)
1.107423807543137e-14,0.13078664458573502,0.46346346346346345,0.0,0.0,0.0,0.07307307287630593,4.5866403125146704e-33,3.8422759814280904e-15,1.9093723756914442e-19,3.1534922450475566e-20,9.617886343430828e-17,9.911993531314974e-24,2.6720613215782993e-15,1.286330887503514e-21,0.0,0.46346346346346345,6.351622924259149e-13,1.3385300240500474e-10,1.3385463723336985e-10,1.245538772134926e-10,3.5826153707759153e-13,2.764560522004474e-13,9.962166019195837e-18,4.6018788393676714e-23,2.522183724161951e-25,4.1823027976407735e-31,5.2447109052994286e-24,4.2487772399697e-25,1.3818615527048698e-31,2.1855928261447008e-16,6.926718407867513e-17,3.1960680949691947e-22,1.7516896637042426e-24,1.075818131902585e-20,1.46117583166772e-27,8.205859063031526e-56,4.7062881196512706e-61,1.872401627727352e-40,7.899259345375872e-63,1.134087563718729e-67,1.1168284962928055e-68,1.0846157786502425e-69
1.4765654939578956e-14,0.13078664459431358,0.46346346346346345,0.0,0.0,0.0,0.07307307281071682,1.1460769623883503e-32,6.534687650196554e-15,3.247346501017612e-19,5.363247198093667e-20,1.6357551215048865e-16,2.073915550127413e-23,4.54445962424594e-15,2.1877536763612964e-21,0.0,0.46346346346346345,8.470396505911861e-13,1.784703588910918e-10,1.7847313930266431e-10,1.6607079223110208e-10,4.776808140430656e-13,3.686041318847397e-13,1.6942912931452558e-17,9.088231266605098e-23,6.028482682885157e-25,1.121966647309663e-30,1.0961828209237889e-23,8.878561909161977e-25,3.4486030365098155e-31,3.7170968883037342e-16,1.1780514011154217e-16,6.311929331826755e-22,4.1868746803610066e-24,1.8203523590412925e-20,3.057269638336403e-27,3.766151660608534e-55,2.3835777959096874e-60,5.450931911815072e-40,3.7200527149993636e-62,5.551744276662665e-67,5.813470212560901e-68,5.996109967867216e-69
1.8457071803726542e-14,0.13078664460289224,0.46346346346346345,0.0,0.0,0.0,0.0730730727451277,2.431527796231593e-32,9.983497304627675e-15,4.961217446854349e-19,8.193801713024954e-20,2.499070941142612e-16,3.7754740480438876e-23,6.942880029648876e-15,3.3424575130510417e-21,0.0,0.46346346346346345,1.059000789041605e-12,2.2308752172151955e-10,2.230917695563282e-10,2.0758712267714324e-10,5.970993567280183e-13,4.607500458774785e-13,2.5884749558838967e-17,1.5632232496583343e-22,1.2243076309136285e-24,2.510417150285795e-30,1.9933659608527405e-23,1.6142270420456872e-24,7.307385692059798e-31,5.678845598298484e-16,1.799793125763953e-16,1.0856897922242635e-21,8.503036252288803e-24,2.76659715786185e-20,5.565643630491942e-27,1.387624339323223e-54,9.36158905539233e-60,1.3223867655283428e-39,1.401785017765638e-61,2.2174193028103097e-66,2.3483265202442716e-67,2.576530538640065e-68
2.5839905532021718e-14,0.13078664462004988,0.46346346346346345,0.0,0.0,0.0,0.07307307261394945,8.908364603207648e-32,1.9197776343012833e-14,9.540267828012516e-19,1.5756259488051305e-19,4.805653152901352e-16,9.968288481732843e-23,1.3350785459148207e-14,6.427706166774076e-21,0.0,0.46346346346346345,1.4831796705992733e-12,3.123212542559782e-10,3.123294226630928e-10,2.906179931833844e-10,8.359341931750151e-13,6.450352410715988e-13,4.977459604628669e-17,3.6059079456111694e-22,3.957346768999777e-24,9.904281800772207e-30,5.2473347586490573e-23,4.247263237090089e-24,2.6663278206572882e-30,1.0920043242467368e-15,3.4609240851957647e-16,2.504405242338388e-21,2.7484781953645477e-23,5.256556781445196e-20,1.4694942078814606e-26,1.6872783606575394e-53,1.6448373863178962e-58,6.819487673493613e-39,2.410870195338431e-60,4.001668617598238e-65,6.039596605727177e-66,7.92259362231336e-67
3.3222739260316893e-14,0.1307866446372079,0.46346346346346345,0.0,0.0,0.0,0.0730730724827712,2.3132000227088976e-31,3.148408437093706e-14,1.5646048632160442e-18,2.5840013173251086e-19,7.881302792837789e-16,2.0666611184750927e-22,2.189504891222387e-14,1.0541856718846819e-20,0.0,0.46346346346346345,1.9076988309978795e-12,4.015542002630857e-10,4.015675963823413e-10,3.7364648954212924e-10,1.0747660474129373e-12,8.293116409560371e-13,8.162884766330201e-17,6.6701770682453885e-22,9.324522697586618e-24,2.628492298400958e-29,1.0849665458703106e-22,8.778334631482661e-24,6.900569900265727e-30,1.7908560602664066e-15,5.675884440223305e-16,4.6326802096090286e-21,6.476179093311069e-23,8.521114448159514e-20,3.0466292813031543e-26,8.374885749385148e-53,9.211228678375889e-58,2.1907452338361557e-38,1.3919009017232466e-59,2.3005701102732275e-64,3.9571882078692265e-65,5.407055459850395e-66
4.7988406716907245e-14,0.13078664467152526,0.46346346346346345,0.0,0.0,0.0,0.07307307222041472,1.0253393640311526e-30,6.527115155630865e-14,3.243720434828397e-18,5.35700176596553e-19,1.6339542814813268e-15,6.209613076757141e-22,4.539143337012486e-14,2.185701776083592e-20,0.0,0.46346346346346345,2.757757853691362e-12,5.800177330625701e-10,5.80045505398956e-10,5.396963611696902e-10,1.552420810824103e-12,1.1978380608320294e-12,1.6922521937311335e-16,1.6085114810700318e-21,3.351663275167389e-23,1.1204934531996158e-28,3.2393962428506755e-22,2.6188812953812181e-23,3.0326523080961425e-29,3.712638646411402e-15,1.1767030994139692e-15,1.1171989358175834e-20,2.3278913438789793e-22,1.723659389874626e-19,9.154236570285335e-26,1.2555997488032102e-51,1.8170909412833475e-56,1.454531682051639e-37,3.4956461600686835e-58,5.471295653421097e-63,1.389660854433839e-63,2.1454943050126562e-64
7.751974163008794e-14,0.13078664474016496,0.46346346346346345,0.0,0.0,0.0,0.07307307169570175,7.562382023577556e-30,1.6970061346010688e-13,8.433804766809511e-18,1.3927767356398607e-18,4.248410752551168e-15,2.669610268374476e-21,1.180134029521076e-13,5.683802118617199e-20,0.0,0.46346346346346345,4.461958731468528e-12,9.369353621059678e-10,9.37007569439794e-10,8.717676225468811e-10,2.5076945596288113e-12,1.9347853967933243e-12,4.3995602005395013e-16,4.838389592533278e-21,1.7295914782777178e-22,6.833457239867084e-28,1.3734249136470309e-21,1.1091581418264985e-22,2.194561718547427e-28,9.652226775853935e-15,3.0593997698128656e-15,3.360717007063731e-20,1.2013470863341705e-21,4.2621050934285903e-19,3.9356962964798686e-25,4.2629881500478105e-50,8.073477292707517e-55,1.8798662315116336e-36,2.539407430076739e-56,3.6292075764740967e-61,1.4292647076949744e-61,2.7772709754645015e-62
1.3658241145644934e-13,0.1307866448774646,0.46346346346346345,0.0,0.0,0.0,0.07307307064627583,7.993122846229354e-29,5.259619378432084e-13,2.614156706621198e-17,4.3166555931507715e-18,1.316883502355249e-14,1.503167851976078e-20,3.657568970047331e-13,1.7622419508662245e-19,0.0,0.46346346346346345,7.886692140048557e-12,1.6507328761380841e-09,1.650956679275908e-09,1.5357962369900866e-09,4.418098962204776e-12,3.4082581779091373e-12,1.3634645111988935e-15,1.673532358059017e-20,1.119881630523696e-21,4.9901842861762276e-27,7.514674859628836e-21,6.071114674228211e-22,2.2352891807645823e-27,2.9913185922785307e-14,9.482498294881499e-15,1.1625642817102296e-19,7.779369498008476e-21,1.1984113968737352e-18,2.2162304506366847e-24,2.512881016813266e-48,5.706816021506939e-53,3.7001128985593615e-35,3.3030837882475076e-54,4.536600874111815e-59,2.378436468070277e-59,6.911106029494057e-60
2.5470775110917215e-13,0.13078664515214447,0.46346346346346345,0.0,0.0,0.0,0.073073068547424,1.0342604126862714e-27,1.8279525854756733e-12,9.086936398214439e-17,1.500195524688619e-17,4.5778049601971117e-14,9.979943345054663e-20,1.2711109626008076e-12,6.128074939034712e-19,0.0,0.4634634634634634,1.4801489161796308e-11,3.078176942923016e-09,3.078954809369065e-09,2.863397978633897e-09,8.238335514191481e-12,6.353517141946522e-12,4.7378535280215736e-15,6.229312465564798e-20,8.112851426548452e-21,3.882973638953422e-26,4.7176039549606785e-20,3.846039076657402e-21,2.711267247953277e-26,1.0394434957142787e-13,3.295837408866093e-14,4.3284068826298276e-19,5.636914529609449e-20,3.4941611828438824e-18,1.4716450587649616e-23,2.005481539544446e-46,5.06842800768879e-51,8.865326712160143e-34,5.657701275015614e-52,7.672094073997826e-57,4.7416541116568733e-57,2.3344800971927046e-57
3.7283309076189496e-13,0.1307866454269318,0.46346346346346345,0.0,0.0,0.0,0.07307306644857224,4.154170196269228e-27,3.915716149849692e-12,1.9468268882272689e-16,3.2135537774502344e-17,9.808134399215739e-14,2.9984696223452885e-19,2.722783581399814e-12,1.3132315483730485e-18,0.0,0.46346346346346334,2.1803397856498257e-11,4.50541974739952e-09,4.507086131759911e-09,4.190392594201639e-09,1.20578092273179e-11,9.296528566537535e-12,1.0147675505028087e-14,1.3685360365815515e-19,2.50722927706817e-20,1.2271591693179832e-25,1.3645050757712778e-19,1.1236803086557525e-20,1.0531520098185502e-25,2.2263118671106226e-13,7.060567176879276e-14,9.511129453813645e-19,1.7423163574559405e-19,6.505659633563179e-18,4.4220236151642215e-23,1.7126665163758047e-45,4.399051147514209e-50,4.4257982054391325e-33,5.603152178631434e-51,7.585306712675024e-56,4.79545476556396e-56,2.610734547824612e-56
4.909584304146177e-13,0.13078664570182652,0.46346346346346345,0.0,0.0,0.0,0.07307306434972048,1.1402680328432712e-26,6.788995286741945e-12,3.375850426198516e-16,5.57149286849278e-17,1.7008270115202516e-13,6.643675456681178e-19,4.720536243717354e-12,2.2775728391928455e-18,0.0,0.4634634634634632,2.889242485845056e-11,5.932461316606376e-09,5.9353506163175065e-09,5.516780349230613e-09,1.58765203323671e-11,1.223729420789435e-11,1.759144659331533e-14,2.403945394495318e-19,5.64214952671256e-20,2.7956685226070744e-25,2.918493956375204e-19,2.4328676211780722e-20,2.807771756827898e-25,3.859411419830746e-13,1.2242232368584578e-13,1.671036286825465e-18,3.9213850592745645e-19,9.941083787597907e-18,9.798814045430881e-23,9.263398030077835e-45,2.402951428433643e-49,1.4254413773674908e-32,3.368172074745144e-50,4.576031697711731e-55,2.922951774728762e-55,1.727669205984213e-55
6.090837700673405e-13,0.13078664597682865,0.46346346346346345,0.0,0.0,0.0,0.07307306225086878,2.5447081299995506e-26,1.044752415254623e-11,5.195800492834178e-16,8.573757168099593e-17,2.6178612490632035e-13,1.2441978695813007e-18,7.264122544980938e-12,3.505854181639241e-18,0.0,0.46346346346346307,3.6068577031938656e-11,7.359301678466961e-09,7.363748231913636e-09,6.842561518048033e-09,1.9694469067803042e-11,1.5175815880088507e-11,2.7067634138811535e-14,3.7289361511919278e-19,1.0673024446983184e-19,5.330596281800414e-25,5.281104308604165e-19,4.4652995025149896e-20,6.099371681941951e-25,5.938405821078507e-13,1.8840619448218619e-13,2.5925770006029166e-18,7.418979223942156e-19,1.3612659947800813e-17,1.835260677186634e-22,3.6720073058226677e-44,9.617272846993418e-49,3.622680869657017e-32,1.4840388887343033e-49,2.0221187175438398e-54,1.3042204287906376e-54,8.347152315008052e-55
8.453344493727861e-13,0.13078664652715485,0.46346346346346345,0.0,0.0,0.0,0.07307305805316547,8.750304427682327e-26,2.011934607772447e-11,1.0008614620683576e-15,1.651031426201789e-16,5.043136287518933e-13,3.2381686202758895e-18,1.3987883097447225e-11,6.7541359115935134e-18,0.0,0.46346346346346273,5.06822823289736e-11,1.0212378883628564e-08,1.0220942740850784e-08,9.492305113474421e-09,2.7328080313755087e-11,2.1046134035820535e-11,5.2111582457407684e-14,7.246851931087977e-19,2.8115289245198226e-19,1.4176703996667377e-24,1.2866111096454244e-18,1.1244313211689962e-19,1.9956724826666476e-24,1.1432833156116271e-12,3.6286767978353754e-13,5.04039713497901e-18,1.9548924217926662e-18,2.134409345658704e-17,4.777420044181096e-22,3.26822212532745e-43,8.734712055715161e-48,1.5313015011069132e-31,1.681422225680336e-48,2.2901539517533664e-53,1.5150196578454823e-53,1.152853039027226e-53
1e-12,0.1307866470779103,0.46346346346346345,0.0,0.0,0.0,0.07307305530506723,1.660177144505438e-25,2.8150870642967392e-11,1.4006564739928865e-15,2.310056299123322e-16,7.057958850902556e-13,5.306917675128165e-18,1.957082446114401e-11,9.452313170536675e-18,0.0,0.46346346346346246,6.043819244755857e-11,1.207975895119547e-08,1.2091742275066365e-08,1.1225692533881795e-08,3.232390427496705e-11,2.488438728749203e-11,7.290134277317755e-14,1.0176023221275374e-18,4.630906763569057e-19,2.3443695113142105e-24,2.0225946322877475e-18,1.8102751927738542e-19,3.679603965790818e-24,1.5993927087418168e-12,5.077628585825889e-13,7.079533713057764e-18,3.2205241897355524e-18,2.6485410045014068e-17,7.830537314646932e-22,9.622290098262887e-43,2.5840789645938177e-47,3.219057606926894e-31,5.480827417259015e-48,7.4729954133453635e-53,4.986657424536132e-53,4.1253121096673343e-53
1.0815851286782317e-12,0.1307866470779103,0.46346346346346345,0.0,0.0,0.0,0.07307305385546231,2.234652187778638e-25,3.2929051906598964e-11,1.6385559963074376e-15,2.7021176955654547e-16,8.256949495145748e-13,6.689119519216721e-18,2.2892091013847746e-11,1.1057781007008467e-17,0.0,0.4634634634634623,6.564456873114503e-11,1.3064651586698808e-08,1.3078669409040583e-08,1.2139625578430445e-08,3.495864487701775e-11,2.690749755971841e-11,8.526724912146814e-14,1.1920536921524079e-18,5.849351524080898e-19,2.9661538455289517e-24,2.496879081713685e-18,2.262837711603071e-19,4.88988098605575e-24,1.870689967601072e-12,5.939730134653148e-13,8.294331219946099e-18,4.068255099451648e-18,2.916350266130667e-17,9.870647837759072e-22,1.5209835664614448e-42,4.0898483475616006e-47,4.520445265891232e-31,8.924991376059643e-48,1.2173246462932774e-52,8.142110070605084e-53,6.889859255115387e-53
1.3178358079836774e-12,0.1307866476290945,0.46346346346346345,0.0,0.0,0.0,0.0730730496577593,4.790548081726958e-25,4.887440091798452e-11,2.4326942458156476e-15,4.010419079991383e-16,1.2259623476434724e-12,1.2025570136175945e-17,3.3974669563923656e-11,1.6416272834178637e-17,0.0,0.46346346346346173,8.0955494029842e-11,1.591612002324173e-08,1.593692797385703e-08,1.4784525224991403e-08,4.258616476992235e-11,3.2759921723477733e-11,1.265217339138976e-13,1.7748149172084063e-18,1.0565513688628123e-18,5.377853407064011e-24,4.224193535682426e-18,3.982016883858659e-19,1.0096642692274464e-23,2.7757771899935296e-12,8.817041845535892e-13,1.235412027558395e-17,7.35041881231725e-18,3.692226183715271e-17,1.7748646872821856e-21,5.359893288451699e-42,1.451717014332105e-46,1.0879111321238337e-30,3.531337326981123e-47,4.812095150915465e-52,3.2521678785860253e-52,3.0263942773478204e-52
1.554086487289123e-12,0.13078664818070732,0.46346346346346345,0.0,0.0,0.0,0.07307304546005641,9.137119599404078e-25,6.795317356422784e-11,3.3833065324878152e-15,5.57572218338625e-16,1.7051475056036333e-12,1.9671972072733758e-17,4.72335617748874e-11,2.2828990203429786e-17,0.0,0.4634634634634612,9.661511540375769e-11,1.8766784426750484e-08,1.879571817499028e-08,1.7427006343241487e-08,5.0210641987250054e-11,3.8603421642402977e-11,1.758622701365115e-13,2.472787638021742e-18,1.7340827783515298e-18,8.850075514670549e-24,6.50873774350367e-18,6.399714066659465e-19,1.858226177004023e-23,3.8582644094691136e-12,1.226043342602915e-12,1.7219514983982038e-17,1.206745752634621e-17,4.4694429588177706e-17,2.9039712120629963e-21,1.5825526945021646e-41,4.313945941775476e-46,2.290242323391373e-30,1.1772822518231368e-46,1.6015050448601782e-51,1.09397868278988e-51,1.1173686846793746e-51
2.0265878459000144e-12,0.13078664928521752,0.46346346346346345,0.0,0.0,0.0,0.07307303706465113,2.6471908321020675e-24,1.155024894124001e-10,5.754069448242099e-15,9.47651638695051e-16,2.9003921996095364e-12,4.3520003744165765e-17,8.027241044431983e-11,3.88148324128882e-17,0.0,0.4634634634634597,1.2898066486043805e-10,2.446570203001175e-08,2.4514892488109635e-08,2.2704721764231385e-08,6.545047604499198e-11,5.0263706548472894e-11,2.9875268536727923e-13,4.2136702491769974e-18,3.852523128450904e-18,1.9730636337665117e-23,1.2818670233039189e-17,1.3782719597919804e-18,5.0023890386912736e-23,6.554365006959394e-12,2.084477186522157e-12,2.936613486581767e-17,2.6826377730017846e-17,6.033951411790177e-17,6.427125582269282e-21,1.0723622833944357e-40,2.966165859518188e-45,7.88801783516072e-30,1.2292946522875184e-45,1.6570380300214226e-50,1.1721466959386275e-50,1.81634258337621e-50
2.4518390686498165e-12,0.13078665028073957,0.46346346346346345,0.0,0.0,0.0,0.0730730295087868,5.668592062752243e-24,1.6899168408436107e-10,8.423191259720803e-15,1.3864110374322826e-15,4.2463174344164716e-12,7.6993981113326e-17,1.1743044597537896e-10,5.680187110094953e-17,0.0,0.4634634634634581,1.5930275239955809e-10,2.9591980344668524e-08,2.966396504154861e-08,2.7446416454987175e-08,7.915594009606238e-11,6.072758821786881e-11,4.368849227922245e-13,6.1727280123356126e-18,6.831623310139517e-18,3.5058229952632225e-23,2.059557781361954e-17,2.39604546891275e-18,1.0131705230039331e-22,9.584847838634971e-12,3.0504938696683444e-12,4.305079280077253e-17,4.759719076444628e-17,7.44806095167763e-17,1.1374891439546027e-20,3.8540856781220984e-40,1.0711986050141756e-44,1.8806651922834957e-29,5.282693186629957e-45,7.111917222061765e-50,5.077415958439639e-50,9.169838240066333e-50
2.8770902913996186e-12,0.13078665127764583,0.46346346346346345,0.0,0.0,0.0,0.07307302195292292,1.0732809834728893e-23,2.3259982892367178e-10,1.159974504117398e-14,1.9081184821620202e-15,5.848410544962142e-12,1.2432733049652333e-16,1.6160884330489235e-10,7.819584597690799e-17,0.0,0.46346346346345624,1.9075547128974387e-10,3.471565710632772e-08,3.481475617951308e-08,3.2180309509880353e-08,9.28515759030319e-11,7.116278190929368e-11,6.010246531400619e-13,8.502343994592189e-18,1.1048744511252701e-17,5.677963603474849e-23,3.042568463187041e-17,3.817594649970588e-18,1.825244880689464e-22,1.318589585234823e-11,4.199651874778325e-12,5.934178389639482e-17,7.70209497995205e-17,8.86053221505312e-17,1.8374607932548898e-20,1.1270015235281383e-39,3.1430966762763235e-44,3.863807394984031e-29,1.788570620622103e-44,2.4048388257577327e-49,1.7287575497960567e-49,3.570853288018348e-49
3.3023415141494207e-12,0.1307866522759346,0.46346346346346345,0.0,0.0,0.0,0.0730730143970595,1.8596971311810086e-23,3.0631443017119597e-10,1.5283901909581208e-14,2.5126538946189766e-15,7.70684817416813e-12,1.879084960219343e-16,2.1279602803983949e-10,1.0299346969231735e-16,0.0,0.4634634634634542,2.2333914125443963e-10,3.983673363410019e-08,3.9967264431747716e-08,3.6906413815156764e-08,1.0653739473801524e-10,8.156937234436341e-11,7.911003605778494e-13,1.120149906973331e-17,1.671735225509319e-17,8.600086258826247e-23,4.233923225895483e-17,5.70935626681943e-18,3.0222139035184593e-22,1.7355932679748337e-11,5.531850423353315e-12,7.823767314990454e-17,1.1660051890076063e-16,1.0270341357297595e-16,2.778163127875871e-20,2.842080742536154e-39,7.945895792308958e-44,7.141449891324558e-29,5.07960673013235e-44,6.825849725223908e-49,4.929507285973308e-49,1.1358144420070827e-48
4.152843959649025e-12,0.1307866542766533,0.46346346346346345,0.0,0.0,0.0,0.07307299928533388,4.6577069454143e-23,4.840131385005127e-10,2.4175708704775304e-14,3.969729464311292e-15,1.2193457437770066e-11,3.7334520660664926e-16,3.3615057384075274e-10,1.6278648879875796e-16,0.0,0.46346346346344924,2.9190060629300686e-10,5.007109126197805e-08,5.027742640141782e-08,4.6335307597800967e-08,1.3387962656472878e-10,1.0229708087154714e-10,1.248774958024494e-12,1.7704369844342788e-17,3.3259250347884556e-17,1.713479538071819e-22,7.245544448939256e-17,1.1168411331390506e-17,6.949777781983917e-22,2.7396687178596215e-11,8.744966353852364e-12,1.2383841840695774e-16,2.322351793873716e-16,1.3088261996374747e-16,5.52391590787052e-20,1.4103702155094176e-38,3.960646522861598e-43,1.9747975348426629e-28,3.2849119444895782e-43,4.4079638892967723e-48,3.211821457486614e-48,9.622250254532359e-48
5.003346405148629e-12,0.1307866562828826,0.46346346346346345,0.0,0.0,0.0,0.07307298417360988,9.808413107197269e-23,7.019881936912265e-10,3.509997851465766e-14,5.7566805765747756e-15,1.7707540430168997e-11,6.523432754682779e-16,4.874018225159623e-10,2.3615465148077357e-16,0.0,0.46346346346344336,3.6498968456407007e-10,6.029506377324219e-08,6.059443919937284e-08,5.5733200521605514e-08,1.6118272570028342e-10,1.2291138724282181e-10,1.8093404832799955e-12,2.5673244349420083e-17,5.81542528843355e-17,2.998916676647341e-22,1.1101905301433562e-16,1.9302285785198063e-17,1.3574270530378251e-21,3.969455959511754e-11,1.2689036420636755e-11,1.7984157322967828e-16,4.065133488582529e-16,1.590495368966509e-16,9.659052059773359e-20,5.012042026987341e-38,1.4109125040863153e-42,4.455957951280243e-28,1.3895954240998371e-42,1.8636717559619728e-47,1.364104526463265e-47,4.811644426594901e-47
5.853848850648233e-12,0.13078665829460961,0.46346346346346345,0.0,0.0,0.0,0.0730729690618874,1.8350729390624475e-22,9.601402687660307e-10,4.805807624300003e-14,7.872553022481171e-15,2.4250477896640223e-11,1.0438832505422396e-15,6.664577994992389e-10,3.230717610294819e-16,0.0,0.4634634634634366,4.4260889613363715e-10,7.05086617040013e-08,7.09182910858526e-08,6.510019498720772e-08,1.8844678220490789e-10,1.4341296132619787e-10,2.472231911858619e-12,3.510007224407034e-17,9.309038383896875e-17,4.803779967002379e-22,1.5805731254784766e-16,3.06380924630684e-17,2.372479733703967e-21,5.423704796656822e-11,1.7363256357503087e-11,2.462356957781017e-16,6.514358109729233e-16,1.8721032878788244e-16,1.5467823101711923e-19,1.4480742721235811e-37,4.083066393393054e-42,8.77326168903754e-28,4.596177586362842e-42,6.162635036308481e-47,4.523897880796575e-47,1.8112831161104617e-46
6.704351296147837e-12,0.13078666031182132,0.46346346346346345,0.0,0.0,0.0,0.07307295395016636,3.152242903129331e-22,1.2583703477635077e-09,6.305136458705994e-14,1.0316395778445041e-14,3.1823635394248146e-11,1.5668826179167436e-15,8.732268381483733e-10,4.2351169898335496e-16,0.0,0.463463463463429,5.247607431709638e-10,8.071189557991578e-08,8.124897033438496e-08,7.443639305313676e-08,2.1567188606129655e-10,1.6380246920962152e-10,3.236887605903813e-12,4.597685144259204e-17,1.3974624653755236e-16,7.215041229896716e-22,2.135821782202689e-16,4.5700841946619164e-17,3.8265824830495724e-21,7.101170342599488e-11,2.276682300616187e-11,3.230093599987942e-16,9.789900658733287e-16,2.1536149191504508e-16,2.323439089825435e-19,3.627482670433149e-37,1.0241008055353106e-41,1.567723628730986e-27,1.2916622680573034e-41,1.7316802406791242e-46,1.273901169898362e-46,5.6803203029742725e-46
7.554853741647442e-12,0.13078666233450487,0.46346346346346345,0.0,0.0,0.0,0.0730729388384467,5.0759058441239625e-22,1.5965797276869595e-09,8.00812039896656e-14,1.3087261023443264e-14,4.0428363352934614e-11,2.2401954634791003e-15,1.1076175813623207e-09,5.37448419962446e-16,0.0,0.4634634634634206,6.114477100003043e-10,9.090477591578126e-08,9.158646523223827e-08,8.374189643400092e-08,2.428581271706328e-10,1.8408057321058528e-10,4.102749303956021e-12,5.829562796793938e-17,1.9979105017561737e-16,1.0319185555446643e-21,2.7760462857279484e-16,6.50134350435624e-17,5.808300113482918e-21,9.000613030464519e-11,2.889893434446018e-11,4.1015115602111044e-16,1.4011498686445158e-15,2.435015054317512e-16,3.3242815042428565e-19,8.165836771553341e-37,2.3076674285708765e-41,2.60526061811824e-27,3.220882329868438e-41,4.317870332774238e-46,3.1816956509688504e-46,1.5611775988404483e-45
9.25585863264665e-12,0.13078666639623593,0.46346346346346345,0.0,0.0,0.0,0.07307290861501117,1.1409628831420095e-21,2.3925430426114307e-09,1.2025596713539727e-13,1.9606282678416436e-14,6.073786192259083e-11,4.112881382516059e-15,1.6589002008951978e-09,8.057083723921736e-16,0.0,0.4634634634634019,7.984368571205535e-10,1.1125951797521844e-07,1.1228185518981134e-07,1.0226122439029185e-07,2.9711438036474544e-10,2.2430520128354385e-10,6.1358733816939455e-12,8.722758099973313e-17,3.666806118974429e-16,1.8949799294313397e-21,4.311921499583745e-16,1.1846993305688873e-16,1.1712789589280239e-20,1.3460496414242106e-10,4.3345588343032753e-11,6.154935799812937e-16,2.5771162974829955e-15,2.997496649205434e-16,6.112097830223775e-19,3.298583388504438e-36,9.33663616752153e-41,6.138543241338175e-27,1.5833026000278727e-40,2.1226180526109285e-45,1.5682172529055778e-45,9.349147164442078e-45
1e-11,0.1307866704797002,0.46346346346346345,0.0,0.0,0.0,0.07307289539311733,1.5534306060690916e-21,2.790712598159118e-09,1.4039714661738462e-13,2.2866357537804724e-14,7.092447311042045e-11,5.183050276292277e-15,1.9345109032999478e-09,9.399539213901586e-16,0.0,0.4634634634633929,8.859512470750225e-10,1.201511529224698e-07,1.213440344823869e-07,1.103246336996042e-07,3.2080136981263265e-10,2.417643856681248e-10,7.150771625992183e-12,1.0167212098604494e-16,4.619850986794282e-16,2.3879561251240084e-21,5.0910962522981665e-16,1.4891463486628104e-16,1.525670456935947e-20,1.568668981031358e-10,5.057924346802062e-11,7.183275521216232e-16,3.250003319108372e-15,3.243438733095641e-16,7.70736721409722e-19,5.6320078694616505e-36,1.595001632317684e-40,8.492413660910264e-27,2.919636994025231e-40,3.914337936670902e-45,2.894463065828269e-45,1.8622833844599965e-44
1.0956863523645858e-11,0.1307866704797002,0.46346346346346345,0.0,0.0,0.0,0.0730728783915802,2.2375210861895075e-21,3.347246744382916e-09,1.6859320467377788e-13,2.7422098399326318e-14,8.518948080269299e-11,6.811527136829277e-15,2.319580887274522e-09,1.12764470493916e-15,0.0,0.4634634634633808,1.0035958621647272e-09,1.315729717853945e-07,1.3300436752874983e-07,1.2065898581075518e-07,3.512162593678092e-10,2.640920703152145e-10,8.567204108786808e-12,1.2183324066126542e-16,6.06929069371009e-16,3.1377985390147e-21,6.189128986404296e-16,1.9514953280862298e-16,2.0810604214133226e-20,1.8793542885448956e-10,6.069682459540058e-11,8.621720076550891e-16,4.2748531035396306e-15,3.559577307370335e-16,1.0137273786656122e-18,1.0514269272742943e-35,2.97931717305328e-40,1.2449939654142736e-26,5.910842372563732e-40,7.925127517097657e-45,5.865094574743117e-45,4.0687446594043425e-44
1.2657868414645067e-11,0.13078667458479598,0.46346346346346345,0.0,0.0,0.0,0.07307284816815315,3.9824312140782985e-21,4.45991225754129e-09,2.2510372008045506e-13,3.652723868054137e-14,1.1379349228806102e-10,1.0484727807933029e-14,3.088939708182256e-09,1.5030516642680193e-15,0.0,0.46346346346335787,1.2269439720353596e-09,1.518452210777674e-07,1.5375390903610285e-07,1.3893598227377244e-07,4.051644804516433e-10,3.0344634667425195e-10,1.1392393743751553e-11,1.6205066135658772e-16,9.335611230546443e-16,4.827857973974447e-21,8.408554442745153e-16,2.9916153781948194e-16,3.382778241188318e-20,2.4990023378917203e-10,8.094626717653615e-11,1.1500957327530962e-15,6.589661527232821e-15,4.1212595492138483e-16,1.5626688460087566e-18,2.8327286003154195e-35,8.03322496180698e-40,2.272438094946069e-26,1.8190764005829466e-39,2.439347190186081e-44,1.8073735276508407e-44,1.4230318305459183e-43
